frame_i,frame_j,common_sample_count,correlation_coefficient
030,030,1597,1.0
030,031,569,0.393327069959121
031,001,357,-0.29937257591466127
031,002,324,0.5021830831931332
031,003,358,-0.5699437479823481
031,004,663,0.6059157597482393
031,005,784,0.5483082115112332
031,006,735,0.21218329194926117
031,007,608,0.4479394721977076
031,008,638,0.4719618455695005
031,009,541,0.390770771318783
031,010,506,0.665011013229879
031,011,579,0.5346230393289529
031,012,714,0.3678726160147669
031,013,711,0.39743071438351757
031,014,712,0.408237599942358
031,015,1147,-0.015516358714118854
031,016,542,0.09260611596242509
031,017,482,-0.01368466650156946
031,018,388,0.5032242094456015
031,019,527,0.46179944963563635
031,020,705,0.1601471328849632
031,021,686,0.6089107690840304
031,022,664,0.5047919694497872
031,023,391,0.22807538482146456
031,024,616,0.5355790657400818
031,025,538,0.12526858481739186
031,026,696,0.49719485457036144
031,027,368,0.5438164161918938
031,028,418,-0.3715282126667957
031,029,751,0.5634571464781278
031,030,569,0.393327069959121
031,031,1237,0.9999999999999999
